types,ori_url,description,_class,is_deleted,dates,is_locked,_class_ori,ori_dbid,coverages,label,curr_dbid,display_name,birth,year
['award'],https://www.daao.org.au/bio/recognition/prize-of-3-for-a-still-life-subject,1889 Melbourne National Gallery Schools,recognition,False,[],False,recognition,{'$oid': '4da19530b538b73d93002494'},[{}],prize of £3 for a still-life subject,{'$oid': '645811d4d72f0e29f614065f'},"""Alice Marion Ellen Bale""","{""coverage"": {""date"": {""year"": ""1875"", ""month"": ""11"", ""day"": ""11""}, ""place"": {""address"": {""ori_address"": ""Richmond, Melbourne, Victoria"", ""country"": ""Australia"", ""state"": ""Victoria"", ""city"": ""Melbourne"", ""suburb"": ""Richmond"", ""postcode"": ""3121""}, ""ori_dbid"": {""$oid"": ""4da1950cb538b73d93001125""}, ""ori_address"": ""Richmond, Melbourne, Vic."", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -37.818635, ""longitude"": 145.0014704}}}}",
['award'],https://www.daao.org.au/bio/recognition/1985-visual-arts-board-australia-council-kiffi-rubbo-memorial-art-award-grant,,recognition,False,"[{'year': '1985', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da19592b538b73d930049ce'},"[{'date': {'year': '1985', 'month': '1', 'day': '1'}}]","1985 Visual Arts Board, Australia Council - Kiffi Rubbo Memorial Art Award Grant",{'$oid': '645811eed72f0e29f6141621'},"""Bonita Ely""","{""coverage"": {""date"": {""year"": ""1946"", ""month"": ""8"", ""day"": ""10""}, ""place"": {""address"": {""ori_address"": ""Mildura, Victoria"", ""country"": ""Australia"", ""state"": ""Victoria"", ""city"": ""Mildura"", ""postcode"": ""3500""}, ""ori_dbid"": {""$oid"": ""4da19593b538b73d930049e3""}, ""ori_address"": ""Mildura, VIC"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -34.2063006, ""longitude"": 142.1358321}}}}",1985
['award'],https://www.daao.org.au/bio/recognition/1979-henri-worland-memorial-arts-prize-warrnambool-vic,,recognition,False,"[{'year': '1979', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da19592b538b73d930049cd'},"[{'date': {'year': '1979', 'month': '1', 'day': '1'}}]",Henri Worland Memorial Arts Prize,{'$oid': '645811cfd72f0e29f61403a1'},"""Bonita Ely""","{""coverage"": {""date"": {""year"": ""1946"", ""month"": ""8"", ""day"": ""10""}, ""place"": {""address"": {""ori_address"": ""Mildura, Victoria"", ""country"": ""Australia"", ""state"": ""Victoria"", ""city"": ""Mildura"", ""postcode"": ""3500""}, ""ori_dbid"": {""$oid"": ""4da19593b538b73d930049e3""}, ""ori_address"": ""Mildura, VIC"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -34.2063006, ""longitude"": 142.1358321}}}}",1979
['award'],https://www.daao.org.au/bio/recognition/2005-short-listed-national-sculpture-prize-national-gallery-of-australia-canberra-act,,recognition,False,"[{'year': '2005', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da19592b538b73d930049cf'},"[{'date': {'year': '2005', 'month': '1', 'day': '1'}}]","Short listed - National Sculpture Prize, National Gallery of Australia, Canberra, ACT",{'$oid': '645811d5d72f0e29f6140750'},"""Bonita Ely""","{""coverage"": {""date"": {""year"": ""1946"", ""month"": ""8"", ""day"": ""10""}, ""place"": {""address"": {""ori_address"": ""Mildura, Victoria"", ""country"": ""Australia"", ""state"": ""Victoria"", ""city"": ""Mildura"", ""postcode"": ""3500""}, ""ori_dbid"": {""$oid"": ""4da19593b538b73d930049e3""}, ""ori_address"": ""Mildura, VIC"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -34.2063006, ""longitude"": 142.1358321}}}}",2005
['award'],https://www.daao.org.au/bio/recognition/melville-nettleship-prize-for-figure-composition,1903,recognition,False,[],False,recognition,{'$oid': '4da195dfb538b73d930061a4'},[{}],Melville Nettleship Prize for figure composition,{'$oid': '645811e1d72f0e29f6140e5d'},"""Ethel Carrick Fox""","{""coverage"": {""date"": {""year"": ""1872"", ""month"": ""2"", ""day"": ""7""}, ""place"": {""address"": {""ori_address"": ""Uxbridge, Middlesex (Greater London), England, United Kingdom"", ""country"": ""United Kingdom"", ""state"": ""England"", ""city"": ""London"", ""postcode"": ""UB8 1GB""}, ""ori_dbid"": {""$oid"": ""4da195dfb538b73d9300619b""}, ""ori_address"": ""Uxbridge, Middlesex (Greater London), England, UK"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": 51.54637, ""longitude"": -0.476722}}}}",
['award'],https://www.daao.org.au/bio/recognition/diploma-of-honour-at-the-bordeaux-international-exhibition,1928,recognition,False,[],False,recognition,{'$oid': '4da195dfb538b73d930061a3'},[{}],Diploma of Honour at the Bordeaux International Exhibition,{'$oid': '645811efd72f0e29f6141688'},"""Ethel Carrick Fox""","{""coverage"": {""date"": {""year"": ""1872"", ""month"": ""2"", ""day"": ""7""}, ""place"": {""address"": {""ori_address"": ""Uxbridge, Middlesex (Greater London), England, United Kingdom"", ""country"": ""United Kingdom"", ""state"": ""England"", ""city"": ""London"", ""postcode"": ""UB8 1GB""}, ""ori_dbid"": {""$oid"": ""4da195dfb538b73d9300619b""}, ""ori_address"": ""Uxbridge, Middlesex (Greater London), England, UK"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": 51.54637, ""longitude"": -0.476722}}}}",
['award'],https://www.daao.org.au/bio/recognition/melrose-prize-for-portraiture,1961,recognition,False,[],False,recognition,{'$oid': '4da195fab538b73d930068a4'},[{}],Melrose Prize for portraiture,{'$oid': '645811e7d72f0e29f614123d'},"""Dora Cecil Chapman""","{""coverage"": {""date"": {""year"": ""1911"", ""month"": ""3"", ""day"": ""24""}, ""place"": {""address"": {""ori_address"": ""Mount Barker, South Australia"", ""country"": ""Australia"", ""state"": ""South Australia"", ""city"": ""Mount Barker"", ""postcode"": ""5251""}, ""ori_dbid"": {""$oid"": ""4da195fab538b73d930068ac""}, ""ori_address"": ""Mount Barker, SA"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -35.0672411, ""longitude"": 138.8587342}}}}",
['award'],https://www.daao.org.au/bio/recognition/royal-south-australian-society-of-arts-portrait-prize,1941,recognition,False,[],False,recognition,{'$oid': '4da195fab538b73d930068a5'},[{}],Royal South Australian Society of Arts Portrait Prize,{'$oid': '645811e5d72f0e29f6141109'},"""Dora Cecil Chapman""","{""coverage"": {""date"": {""year"": ""1911"", ""month"": ""3"", ""day"": ""24""}, ""place"": {""address"": {""ori_address"": ""Mount Barker, South Australia"", ""country"": ""Australia"", ""state"": ""South Australia"", ""city"": ""Mount Barker"", ""postcode"": ""5251""}, ""ori_dbid"": {""$oid"": ""4da195fab538b73d930068ac""}, ""ori_address"": ""Mount Barker, SA"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -35.0672411, ""longitude"": 138.8587342}}}}",
['award'],https://www.daao.org.au/bio/recognition/1964-awarded-the-obe,Order of the British Empire.,recognition,False,"[{'year': '1964', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da1963eb538b73d93007964'},"[{'date': {'year': '1964', 'month': '1', 'day': '1'}}]",Awarded the OBE,{'$oid': '645811d2d72f0e29f61405b3'},"""Ola Cohn""","{""coverage"": {""date"": {""year"": ""1892"", ""month"": ""4"", ""day"": ""25""}, ""place"": {""address"": {""ori_address"": ""Bendigo, Victoria"", ""country"": ""Australia"", ""state"": ""Victoria"", ""city"": ""Greater Bendigo"", ""suburb"": ""Bendigo"", ""postcode"": ""3550""}, ""ori_dbid"": {""$oid"": ""4da194f6b538b73d9300061d""}, ""ori_address"": ""Bendigo, Vic."", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -36.7587112, ""longitude"": 144.2837459}}}}",1964
['award'],https://www.daao.org.au/bio/recognition/1952-acquisitive-crouch-prize,,recognition,False,"[{'year': '1952', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da1963eb538b73d93007965'},"[{'date': {'year': '1952', 'month': '1', 'day': '1'}}]",Acquisitive Crouch Prize,{'$oid': '645811ddd72f0e29f6140bed'},"""Ola Cohn""","{""coverage"": {""date"": {""year"": ""1892"", ""month"": ""4"", ""day"": ""25""}, ""place"": {""address"": {""ori_address"": ""Bendigo, Victoria"", ""country"": ""Australia"", ""state"": ""Victoria"", ""city"": ""Greater Bendigo"", ""suburb"": ""Bendigo"", ""postcode"": ""3550""}, ""ori_dbid"": {""$oid"": ""4da194f6b538b73d9300061d""}, ""ori_address"": ""Bendigo, Vic."", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -36.7587112, ""longitude"": 144.2837459}}}}",1952
['award'],https://www.daao.org.au/bio/recognition/1929-awarded-a-scholarship,1929 Royal College of Art,recognition,False,"[{'year': '1929', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da1963eb538b73d93007966'},"[{'date': {'year': '1929', 'month': '1', 'day': '1'}}]",1929 : Awarded a scholarship,{'$oid': '645811d5d72f0e29f61406fd'},"""Ola Cohn""","{""coverage"": {""date"": {""year"": ""1892"", ""month"": ""4"", ""day"": ""25""}, ""place"": {""address"": {""ori_address"": ""Bendigo, Victoria"", ""country"": ""Australia"", ""state"": ""Victoria"", ""city"": ""Greater Bendigo"", ""suburb"": ""Bendigo"", ""postcode"": ""3550""}, ""ori_dbid"": {""$oid"": ""4da194f6b538b73d9300061d""}, ""ori_address"": ""Bendigo, Vic."", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -36.7587112, ""longitude"": 144.2837459}}}}",1929
['award'],https://www.daao.org.au/bio/recognition/emeritus-fellowship-from-the-australia-council-in-1993,,recognition,False,"[{'year': '1993', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da19663b538b73d93008115'},"[{'date': {'year': '1993', 'month': '1', 'day': '1'}}]",Emeritus Fellowship from the Australia Council ,{'$oid': '645811dfd72f0e29f6140d19'},"""Olive Cotton""","{""coverage"": {""date"": {""year"": ""1911"", ""month"": ""1"", ""day"": ""1""}}}",1993
['award'],https://www.daao.org.au/bio/recognition/1958-art-gallery-of-new-south-wales-travelling-scholarship,,recognition,False,"[{'year': '1958', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da19687b538b73d930087d5'},"[{'date': {'year': '1958', 'month': '1', 'day': '1'}}]",Art Gallery of New South Wales Travelling Scholarship,{'$oid': '645811d1d72f0e29f61404d9'},"""Elisabeth Cummings""","{""coverage"": {""date"": {""year"": ""1934"", ""month"": ""1"", ""day"": ""1""}, ""place"": {""address"": {""ori_address"": ""Brisbane, Queensland"", ""country"": ""Australia"", ""state"": ""Queensland"", ""city"": ""Brisbane"", ""postcode"": ""4004""}, ""ori_dbid"": {""$oid"": ""4da194f8b538b73d93000758""}, ""ori_address"": ""Brisbane, Qld."", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -27.4709331, ""longitude"": 153.0235024}}}}",1958
['award'],https://www.daao.org.au/bio/recognition/chevalier-de-la-legion-dhonneur-for-art-and-humanity-france-1931,,recognition,False,"[{'year': '1931', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da196b2b538b73d93008e66'},"[{'date': {'year': '1931', 'month': '1', 'day': '1'}}]",Chevalier de la Légion d'Honneur for Art and Humanity,{'$oid': '645811ced72f0e29f614033d'},"""Bessie Davidson""","{""coverage"": {""date"": {""year"": ""1879"", ""month"": ""1"", ""day"": ""1""}, ""place"": {""address"": {""ori_address"": ""Adelaide, South Australia"", ""country"": ""Australia"", ""state"": ""South Australia"", ""city"": ""Adelaide"", ""postcode"": ""5000""}, ""ori_dbid"": {""$oid"": ""4da194f9b538b73d930007eb""}, ""ori_address"": ""Adelaide, SA"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -34.9286212, ""longitude"": 138.5999594}}}}",1931
['award'],https://www.daao.org.au/bio/recognition/archibald-prize-1973,,recognition,False,"[{'year': '1973', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da196beb538b73d93009058'},"[{'date': {'year': '1973', 'month': '1', 'day': '1'}}]",Archibald Prize,{'$oid': '645811d1d72f0e29f6140495'},"""Janet Dawson""","{""coverage"": {""date"": {""year"": ""1935"", ""month"": ""1"", ""day"": ""1""}, ""place"": {""address"": {""ori_address"": ""Sydney, New South Wales, Australia"", ""country"": ""Australia"", ""state"": ""New South Wales"", ""city"": ""Sydney"", ""postcode"": ""2000""}, ""ori_dbid"": {""$oid"": ""4da1fbd5b538b73d9302bc23""}, ""ori_address"": ""Sydney, NSW, Australia"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -33.8689009, ""longitude"": 151.2070914}}}}",1973
['award'],https://www.daao.org.au/bio/recognition/queensland-art-gallery,Board of Trustees from 1996 to 1997,recognition,False,"[{'year': '1977', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da198f3b538b73d9300e542'},"[{'date': {'year': '1977', 'month': '1', 'day': '1'}}]",Queensland Art Gallery,{'$oid': '645811efd72f0e29f61416a4'},"""Janet Dawson""","{""coverage"": {""date"": {""year"": ""1935"", ""month"": ""1"", ""day"": ""1""}, ""place"": {""address"": {""ori_address"": ""Sydney, New South Wales, Australia"", ""country"": ""Australia"", ""state"": ""New South Wales"", ""city"": ""Sydney"", ""postcode"": ""2000""}, ""ori_dbid"": {""$oid"": ""4da1fbd5b538b73d9302bc23""}, ""ori_address"": ""Sydney, NSW, Australia"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -33.8689009, ""longitude"": 151.2070914}}}}",1977
['award'],https://www.daao.org.au/bio/recognition/2010-recipient-indigenous-arts-fellowship-arts-northern-rivers-and-rivers-of-art-aboriginal-corporation,updated 2010/09/1,recognition,False,"[{'year': '2010', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da196d1b538b73d9300940e'},"[{'date': {'year': '2010', 'month': '1', 'day': '1'}}]","Recipient - Indigenous Arts Fellowship, Arts Northern Rivers and Rivers of Art Aboriginal Corporation",{'$oid': '645811ecd72f0e29f6141517'},"""Karla Dickens""","{""coverage"": {""date"": {""year"": ""1967"", ""month"": ""12"", ""day"": ""3""}, ""place"": {""address"": {""ori_address"": ""Sydney, New South Wales"", ""country"": ""Australia"", ""state"": ""New South Wales"", ""city"": ""Sydney"", ""postcode"": ""2000""}, ""ori_dbid"": {""$oid"": ""4da194f4b538b73d930005f4""}, ""ori_address"": ""Sydney, NSW"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -33.8689009, ""longitude"": 151.2070914}}}}",2010
['award'],https://www.daao.org.au/bio/recognition/bundjalung-art-award-2006,,recognition,False,"[{'year': '2006', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da196d1b538b73d93009410'},"[{'date': {'year': '2006', 'month': '1', 'day': '1'}}]",Bundjalung Art Award,{'$oid': '645811e7d72f0e29f61411bd'},"""Karla Dickens""","{""coverage"": {""date"": {""year"": ""1967"", ""month"": ""12"", ""day"": ""3""}, ""place"": {""address"": {""ori_address"": ""Sydney, New South Wales"", ""country"": ""Australia"", ""state"": ""New South Wales"", ""city"": ""Sydney"", ""postcode"": ""2000""}, ""ori_dbid"": {""$oid"": ""4da194f4b538b73d930005f4""}, ""ori_address"": ""Sydney, NSW"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -33.8689009, ""longitude"": 151.2070914}}}}",2006
['award'],https://www.daao.org.au/bio/recognition/winner-of-nsw-national-parks-and-wildlife-service-aboriginal-art-award-2007,Past-Present-Future NSW National Parks and Wildlife Service Northern Rivers Region,recognition,False,"[{'year': '2007', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da196d1b538b73d9300940f'},"[{'date': {'year': '2007', 'month': '1', 'day': '1'}}]",NSW National Parks and Wildlife Service Aboriginal Art Award,{'$oid': '645811e9d72f0e29f61412e4'},"""Karla Dickens""","{""coverage"": {""date"": {""year"": ""1967"", ""month"": ""12"", ""day"": ""3""}, ""place"": {""address"": {""ori_address"": ""Sydney, New South Wales"", ""country"": ""Australia"", ""state"": ""New South Wales"", ""city"": ""Sydney"", ""postcode"": ""2000""}, ""ori_dbid"": {""$oid"": ""4da194f4b538b73d930005f4""}, ""ori_address"": ""Sydney, NSW"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -33.8689009, ""longitude"": 151.2070914}}}}",2007
['award'],https://www.daao.org.au/bio/recognition/parliament-of-nsw-aboriginal-art-prize,Finalist,recognition,False,"[{'year': '2009', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4e5e2216d707ff699b000052'},"[{'date': {'year': '2009', 'month': '1', 'day': '1'}}]",Parliament of NSW Aboriginal Art Prize,{'$oid': '645811e1d72f0e29f6140e8d'},"""Karla Dickens""","{""coverage"": {""date"": {""year"": ""1967"", ""month"": ""12"", ""day"": ""3""}, ""place"": {""address"": {""ori_address"": ""Sydney, New South Wales"", ""country"": ""Australia"", ""state"": ""New South Wales"", ""city"": ""Sydney"", ""postcode"": ""2000""}, ""ori_dbid"": {""$oid"": ""4da194f4b538b73d930005f4""}, ""ori_address"": ""Sydney, NSW"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -33.8689009, ""longitude"": 151.2070914}}}}",2009
['award'],https://www.daao.org.au/bio/recognition/1907-first-prize-womens-work-exhibition-melbourne-vic,,recognition,False,"[{'year': '1907', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da19721b538b73d9300a29b'},"[{'date': {'year': '1907', 'month': '1', 'day': '1'}}]",Women's Work Exhibition,{'$oid': '645811e5d72f0e29f61410b6'},"""Bernice E. Edwell""","{""coverage"": {""date"": {""year"": ""1880"", ""month"": ""5"", ""day"": ""11""}, ""place"": {""address"": {""ori_address"": ""Newbury, England, United Kingdom"", ""country"": ""United Kingdom"", ""state"": ""England"", ""city"": ""Newbury"", ""postcode"": ""RG14 5AL""}, ""ori_dbid"": {""$oid"": ""4da1955eb538b73d930037e6""}, ""ori_address"": ""Newbury, England, UK"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": 51.4003873, ""longitude"": -1.3218591}}}}",1907
['award'],https://www.daao.org.au/bio/recognition/lloyd-rees-award-for-outstanding-urban-design-edge-of-trees-1995,,recognition,False,"[{'year': '1995', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da19771b538b73d9300ae14'},"[{'date': {'year': '1995', 'month': '1', 'day': '1'}}]",Lloyd Rees Award for outstanding urban design - Edge of Trees,{'$oid': '645811dad72f0e29f6140a48'},"""Fiona Foley""","{""coverage"": {""date"": {""year"": ""1964"", ""month"": ""1"", ""day"": ""1""}, ""place"": {""address"": {""ori_address"": ""Maryborough, Queensland"", ""country"": ""Australia"", ""state"": ""Queensland"", ""city"": ""Maryborough"", ""postcode"": ""Unknown""}, ""ori_dbid"": {""$oid"": ""4da19771b538b73d9300ae1d""}, ""ori_address"": ""Maryborough, Qld"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -25.5371225, ""longitude"": 152.701553}}}}",1995
['award'],https://www.daao.org.au/bio/recognition/adjunct-professor-griffith-university-brisbane-qld,,recognition,False,[],False,recognition,{'$oid': '4da19771b538b73d9300ae15'},[{}],"Adjunct Professor, Griffith University",{'$oid': '645811e1d72f0e29f6140eb4'},"""Fiona Foley""","{""coverage"": {""date"": {""year"": ""1964"", ""month"": ""1"", ""day"": ""1""}, ""place"": {""address"": {""ori_address"": ""Maryborough, Queensland"", ""country"": ""Australia"", ""state"": ""Queensland"", ""city"": ""Maryborough"", ""postcode"": ""Unknown""}, ""ori_dbid"": {""$oid"": ""4da19771b538b73d9300ae1d""}, ""ori_address"": ""Maryborough, Qld"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -25.5371225, ""longitude"": 152.701553}}}}",
['award'],https://www.daao.org.au/bio/recognition/winner-gallery-australian-art-competition-2003,,recognition,False,"[{'year': '2003', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da19771b538b73d9300ae13'},"[{'date': {'year': '2003', 'month': '1', 'day': '1'}}]",Gallery Australian Art Competition,{'$oid': '645811e5d72f0e29f6141082'},"""Fiona Foley""","{""coverage"": {""date"": {""year"": ""1964"", ""month"": ""1"", ""day"": ""1""}, ""place"": {""address"": {""ori_address"": ""Maryborough, Queensland"", ""country"": ""Australia"", ""state"": ""Queensland"", ""city"": ""Maryborough"", ""postcode"": ""Unknown""}, ""ori_dbid"": {""$oid"": ""4da19771b538b73d9300ae1d""}, ""ori_address"": ""Maryborough, Qld"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -25.5371225, ""longitude"": 152.701553}}}}",2003
['award'],https://www.daao.org.au/bio/recognition/finalist-kate-challis-raka-award-2003-1,,recognition,False,"[{'year': '2003', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da19771b538b73d9300ae0e'},"[{'date': {'year': '2003', 'month': '1', 'day': '1'}}]",Kate Challis RAKA Award,{'$oid': '645811ddd72f0e29f6140ba4'},"""Fiona Foley""","{""coverage"": {""date"": {""year"": ""1964"", ""month"": ""1"", ""day"": ""1""}, ""place"": {""address"": {""ori_address"": ""Maryborough, Queensland"", ""country"": ""Australia"", ""state"": ""Queensland"", ""city"": ""Maryborough"", ""postcode"": ""Unknown""}, ""ori_dbid"": {""$oid"": ""4da19771b538b73d9300ae1d""}, ""ori_address"": ""Maryborough, Qld"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -25.5371225, ""longitude"": 152.701553}}}}",2003
['award'],https://www.daao.org.au/bio/recognition/arts-residency-at-sydney-college-of-the-arts-sydney-2006,,recognition,False,"[{'year': '2006', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da19771b538b73d9300ae11'},"[{'date': {'year': '2006', 'month': '1', 'day': '1'}}]","Arts Residency at Sydney College of the Arts, Sydney",{'$oid': '645811f0d72f0e29f6141712'},"""Fiona Foley""","{""coverage"": {""date"": {""year"": ""1964"", ""month"": ""1"", ""day"": ""1""}, ""place"": {""address"": {""ori_address"": ""Maryborough, Queensland"", ""country"": ""Australia"", ""state"": ""Queensland"", ""city"": ""Maryborough"", ""postcode"": ""Unknown""}, ""ori_dbid"": {""$oid"": ""4da19771b538b73d9300ae1d""}, ""ori_address"": ""Maryborough, Qld"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -25.5371225, ""longitude"": 152.701553}}}}",2006
['award'],https://www.daao.org.au/bio/recognition/founding-member-of-boomalli-aboriginal-arts-cooperative,,recognition,False,[],False,recognition,{'$oid': '4da19771b538b73d9300ae0d'},[{}],Founding Member of Boomalli Aboriginal Arts Cooperative,{'$oid': '645811d0d72f0e29f614046e'},"""Fiona Foley""","{""coverage"": {""date"": {""year"": ""1964"", ""month"": ""1"", ""day"": ""1""}, ""place"": {""address"": {""ori_address"": ""Maryborough, Queensland"", ""country"": ""Australia"", ""state"": ""Queensland"", ""city"": ""Maryborough"", ""postcode"": ""Unknown""}, ""ori_dbid"": {""$oid"": ""4da19771b538b73d9300ae1d""}, ""ori_address"": ""Maryborough, Qld"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -25.5371225, ""longitude"": 152.701553}}}}",
['award'],https://www.daao.org.au/bio/recognition/arts-residency-canberra-school-of-art-australian-national-university-canberra-2002,,recognition,False,"[{'year': '2002', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da19771b538b73d9300ae0f'},"[{'date': {'year': '2002', 'month': '1', 'day': '1'}}]","Arts Residency Canberra School of Art, Australian National University, Canberra",{'$oid': '645811d3d72f0e29f6140618'},"""Fiona Foley""","{""coverage"": {""date"": {""year"": ""1964"", ""month"": ""1"", ""day"": ""1""}, ""place"": {""address"": {""ori_address"": ""Maryborough, Queensland"", ""country"": ""Australia"", ""state"": ""Queensland"", ""city"": ""Maryborough"", ""postcode"": ""Unknown""}, ""ori_dbid"": {""$oid"": ""4da19771b538b73d9300ae1d""}, ""ori_address"": ""Maryborough, Qld"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -25.5371225, ""longitude"": 152.701553}}}}",2002
['award'],https://www.daao.org.au/bio/recognition/arts-residency-at-university-of-wollongong-nsw-2006,,recognition,False,"[{'year': '2006', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da19771b538b73d9300ae12'},"[{'date': {'year': '2006', 'month': '1', 'day': '1'}}]",Arts Residency at University of Wollongong,{'$oid': '645811e7d72f0e29f6141236'},"""Fiona Foley""","{""coverage"": {""date"": {""year"": ""1964"", ""month"": ""1"", ""day"": ""1""}, ""place"": {""address"": {""ori_address"": ""Maryborough, Queensland"", ""country"": ""Australia"", ""state"": ""Queensland"", ""city"": ""Maryborough"", ""postcode"": ""Unknown""}, ""ori_dbid"": {""$oid"": ""4da19771b538b73d9300ae1d""}, ""ori_address"": ""Maryborough, Qld"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -25.5371225, ""longitude"": 152.701553}}}}",2006
['award'],https://www.daao.org.au/bio/recognition/2010-participant-red-gate-gallery-cultural-exchange-project,,recognition,False,"[{'year': '2010', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da19771b538b73d9300ae0c'},"[{'date': {'year': '2010', 'month': '1', 'day': '1'}}]","Participant, Red Gate Gallery Cultural Exchange Project",{'$oid': '645811ddd72f0e29f6140ba6'},"""Fiona Foley""","{""coverage"": {""date"": {""year"": ""1964"", ""month"": ""1"", ""day"": ""1""}, ""place"": {""address"": {""ori_address"": ""Maryborough, Queensland"", ""country"": ""Australia"", ""state"": ""Queensland"", ""city"": ""Maryborough"", ""postcode"": ""Unknown""}, ""ori_dbid"": {""$oid"": ""4da19771b538b73d9300ae1d""}, ""ori_address"": ""Maryborough, Qld"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -25.5371225, ""longitude"": 152.701553}}}}",2010
['award'],https://www.daao.org.au/bio/recognition/arts-residency-at-international-studio-curatorial-program-iscp-new-york-usa-2004,,recognition,False,"[{'year': '2004', 'month': '1', 'day': '1'}]",False,recognition,{'$oid': '4da19771b538b73d9300ae10'},"[{'date': {'year': '2004', 'month': '1', 'day': '1'}}]","Arts Residency at International Studio & Curatorial Program (ISCP), New York, USA",{'$oid': '645811e8d72f0e29f6141262'},"""Fiona Foley""","{""coverage"": {""date"": {""year"": ""1964"", ""month"": ""1"", ""day"": ""1""}, ""place"": {""address"": {""ori_address"": ""Maryborough, Queensland"", ""country"": ""Australia"", ""state"": ""Queensland"", ""city"": ""Maryborough"", ""postcode"": ""Unknown""}, ""ori_dbid"": {""$oid"": ""4da19771b538b73d9300ae1d""}, ""ori_address"": ""Maryborough, Qld"", ""_class_ori"": ""place"", ""_class"": ""place"", ""geo_coord"": {""latitude"": -25.5371225, ""longitude"": 152.701553}}}}",2004
