0,1,2,3,Year
,Lyall Trindall,"Clifton R Penny, Esq",,1929
,Lyall Trindall,Mrs NR MacKay,,1929
/prizes/archibald/1929/19023/,Lyall Trindall,"NR MacKay, Esq",,1929
,Percy I White,"SS Cohen, Esq",,1929
,Percy I White,"Morris Symonds, Esq",,1929
,Mary Will-Slade,Miss Mavis Dickson,,1929
,Mary Will-Slade,"Captain WJ Wade, MBE",,1929
,Joseph Wolinski,"Lt Col AW Hyman, OBE, VD",,1929
,Joseph Wolinski,Miss Rosalie Wilson,,1929
,Joseph Wolinski,Dr JS Purdy,,1929
,Joseph Wolinski,Self-portrait,,1929
,James Muir Auld,"WG Chapple, Esq",,1930
,James Muir Auld,Velvet and lace,,1930
,James Muir Auld,Self-portrait,,1930
,Bessie Boultbee,Very Rev the Dean of Sydney,,1930
,Bessie Boultbee,Miss Marjorio Dundas-Smith,,1930
,Walter Armiger Bowring,"EJB Macarthur, Esq",,1930
,Ernest Buckmaster,Miss Swinburne,,1930
,Norman Carter,Miss Nancy Hazelton,,1930
,Norman Carter,Self-portrait,,1930
,Elaine Coghlan,"Ralph Ferris, Esq",,1930
,Elaine Coghlan,Portrait,,1930
,Grace Crowley,Miss Gwen Ridley,,1930
,Thomas Dean,Miss Emily Lowbridge,,1930
,Aileen R Dent,Professor Boyce Gibson,,1930
,Granville Dunstan,"Alfred Peters, Esq",,1930
,Granville Dunstan,Miss L Droop,,1930
,Bernice Edwell,"Harold Smith, Esq",,1930
,Mary Edwell-Burke,Self-portrait,,1930
,Amadeus Julius Fischer,Miss Alma Thorpe,,1930
,Amadeus Julius Fischer,Mrs AJ Fischer,,1930
,Joseph Luke Fleury,"C Glancey, Esq",,1930
,Ray S Gower,"J Lawson Balfour, Esq",,1930
,Ray S Gower,Miss May Prince,,1930
,Ray S Gower,Mrs CC Kent,,1930
,Noel Gyvette,The late Bishop Langley,,1930
/prizes/archibald/1930/16243/,Lindsay Bernard Hall,The yellow dress,,1930
,E A Harvey,"R Windeyer, Esq KC",,1930
,Brenda Holland,Aboriginal,,1930
,Brenda Holland,Aboriginal,,1930
,William F Hughes,The poet,,1930
,Reginald Jerrold-Nathan,Mrs Mackinnon,,1930
,Reginald Jerrold-Nathan,Mrs G Rich,,1930
,Reginald Jerrold-Nathan,"RH Strath, Esq",,1930
,Reginald Jerrold-Nathan,Sir Daniel Levy,,1930
,Reginald Jerrold-Nathan,Miss Knox,,1930
,Reginald Jerrold-Nathan,Miss Dorothea Mackellar,,1930
,J Noel Kilgour,My mother,,1930
,Percy Leason,Self-portrait,,1930
/prizes/archibald/1930/17042/,Frederick William Leist,Dr Bradfield,,1930
,John Longstaff,Miss Betty Davies,,1930
,John Longstaff,Colonel Bourchier,,1930
,John Longstaff,Self-portrait,,1930
,Harry McClelland,Miss Jessica Harcourt,,1930
,S McCulley,Self-portrait,,1930
,Alfred Ernest MacDonald,Mrs GM Eldershaw,,1930
,Alfred Ernest MacDonald,Susanne,,1930
,W B McInnes,Miss Morrisey,,1930
,W B McInnes,"CJ Dennis, Esq",,1930
/prizes/archibald/1930/17401/,W B McInnes,Drum-Major Harry McClelland,(Winner: Archibald Prize 1930),1930
,Benjamin Edward Minns,Miss M Hayhow,,1930
,Arthur J Murch,"John D Moore, Esq",,1930
,A E Newbury,Portrait of my wife,,1930
/prizes/archibald/1930/17774/,A E Newbury,Self-portrait,,1930
,Luigi Nobili,Self-portrait,,1930
,Percival James Norton,"EC Gates, Esq",,1930
,Hilda Margaret Owen,"Anita, wife of Sir Keith Smith",,1930
,Constance Parkin,Miss Ruth de Vahl Kaemet,,1930
,May Prince,Mary,,1930
,May Prince,"PE Coleman, Esq, MHR",,1930
,Noel Rubie,"W Collett Shoppee, Esq",,1930
,Janet Templeton-Wilson,Portrait,,1930
,Charles Wheeler,"PM Carew-Smyth, Esq",,1930
/prizes/archibald/1930/19252/,Charles Wheeler,Self-portrait,,1930
,Mary Will-Slade,Miss Eleanor Gordon,,1930
,Joseph Wolinski,"KR Cramp, Esq, MA",,1930
,Joseph Wolinski,Self-portrait,,1930
,Joseph Wolinski,Miss Gwen Pierce,,1930
,James Muir Auld,Portrait,,1931
,James Muir Auld,Portrait,,1931
,Lawson Balfour,Miss P Frost,,1931
,Lawson Balfour,Mrs Banks,,1931
,Mabel Barling,Portrait,,1931
,Dorrit Black,Portrait,,1931
,Dorrit Black,Portrait,,1931
,Miriam Blakeney,Miss AR Lake,,1931
,Bessie Boultbee,Mrs P Garling,,1931
,James A Bowman,"Col AJ Bennett, CMG, DSO",,1931
,Ernest Buckmaster,Miss Dorothy Cook,,1931
/prizes/archibald/1931/14948/,Ernest Buckmaster,Rev Canon ES Hughes,,1931
/prizes/archibald/1931/14947/,Ernest Buckmaster,Mrs H Buckmaster,,1931
,Ernest Buckmaster,Mrs Harry Emmerton,,1931
,Ernest Buckmaster,"Lieut Col FH Wright, VD",,1931
,Ernest Buckmaster,"AS McMichael, Esq",,1931
,Mary E Byrne,Alderman David Hunter,,1931
/prizes/archibald/1931/15167/,Norman Carter,"John D Moore, Esq",,1931
,Myra Cocks,Portrait,,1931
,Colin Colahan,Self-portrait,,1931
,M B Coutts,"JGV Gould, Esq",,1931
,M B Coutts,Mrs Mary Gilmore,,1931
,Aileen R Dent,Dr Hamilton Russell,,1931
,Mary Edwell-Burke,"Cecil Kirk, Esq",,1931
,William Frater,Miss Eunice Sharland,,1931
,William Frater,The artist's son,,1931
,Ray S Gower,Mrs JJ Gower,,1931
,Ray S Gower,Mrs CC Kent,,1931
,Ray S Gower,"AG Scott Findlay, Esq, BE",,1931
,Vaughan Murray Griffin,Self-portrait,,1931
,Henry Aloysius Hanke,Self-portrait,,1931
,E A Harvey,"AJ Murch, Esq",,1931
,John J Hennessy,"Victor Cobb, Esq",,1931
,Reginald Jerrold-Nathan,Mrs Florence Taylor,,1931
,Justus Jorgensen,Miss Sonia Skipper,,1931
,Justus Jorgensen,Dr Lily Jorgensen,,1931
,Justus Jorgensen,Captain SJE Jorgensen,,1931
,Justus Jorgensen,Dr LA Jorgensen,,1931
,Herbert Kemble,"Arthur Greenaway, Esq",,1931
,Frederick William Leist,Sylvia,,1931
,Frederick William Leist,"Dan Green, Esq",,1931
/prizes/archibald/1931/19624/,John Longstaff,Sir John Sulman,(Winner: Archibald Prize 1931),1931
,John Longstaff,Miss Aileen McInerney,,1931
,John Longstaff,Sir Frederick Waley,,1931
,Louis McCubbin,Portrait of a girl,,1931
,Herbert W McCulley,Self-portrait,,1931
/prizes/archibald/1931/17403/,W B McInnes,Geoff,,1931
,W B McInnes,Dr H Talbot Hamilton,,1931
,W B McInnes,Portrait,,1931
,W B McInnes,"M Napier Waller, Esq",,1931
,Tempe Manning,Self-portrait,,1931
,John Marsh,Self-portrait,,1931
/prizes/archibald/1931/17596/,Marian Montford,"Paul Montford, Esq",,1931
,Arthur J Murch,"EA Harvey, Esq",,1931
,A E Newbury,The artist's wife,,1931
,Percival James Norton,"Dr Charles Anderson, MA",,1931
,Percival James Norton,"EH Stiefvater, Esq",,1931
,Hilda Margaret Owen,Mr Justice Owen,,1931
,May Prince,"J Lawson Balfour, Esq",,1931
,May Prince,Self-portrait,,1931
,Alwyn Spence,Jeanne,,1931
,Maria Teresa Vigano,"Dr W Maloney, MHR",,1931
,Maria Teresa Vigano,Miss Hardanack,,1931
,Roland Wakelin,Roland,,1931
,Roland Wakelin,Bethia Foott,,1931
,Roland Wakelin,Judith,,1931
/prizes/archibald/1931/19152/,Mervyn Napier Waller,Portrait of Christian Waller,,1931
,J S Watkins,"AF Canaway, Esq, KC",,1931
,Mary Will-Slade,"Thomas Berber, Esq",,1931
,Mary Will-Slade,Dr GP Darnell-Smith,,1931
,Joseph Wolinski,Rabbi AD Wolinski,,1931
,Joseph Wolinski,Miss Kathleen Wishart,,1931
,Joseph Wolinski,"AJ Vogan, Esq, FRGS",,1931
,Joseph Wolinski,"Steele Rudd, Esq",,1931
,Christina Asquith Baker,Portrait,,1932
,Christina Asquith Baker,Miss DL Brown,,1932
,James Muir Auld,Self-portrait,,1932
,James Muir Auld,Portrait,,1932
,Kate Beard,"The late Sir Charles Clubbe, KBE",,1932
,Florence Blake,Mrs Leslie Bray,,1932
,James A Bowman,"Philip Grant, Esq",,1932
,Ernest Buckmaster,"Rev FA Hagenauer, MA",,1932
,Ernest Buckmaster,Miss Roma Hug,,1932
/prizes/archibald/1932/14953/,Ernest Buckmaster,Sir William Irvine,(Winner: Archibald Prize 1932),1932
,Ernest Buckmaster,Mrs IH Moss,,1932
,Ernest Buckmaster,Miss AME Bale,,1932
,Mary E Byrne,"The Rt Hon Sir F Gavan Duffy, PC, KCMG, CJ",,1932
,Norman Carter,Mrs John D Moore,,1932
,Norman Carter,"Harold D Carter, Esq",,1932
,Elaine Coghlan,Portrait,,1932
,Colin Colahan,Stanislav de Tarczynski,,1932
,Colin Colahan,"Vance Palmer, Esq",,1932
/prizes/archibald/1932/15296/,Colin Colahan,"Dr John Dale, OBE",,1932
,Aileen R Dent,Dr H Friedman,,1932
/prizes/archibald/1932/15781/,Mary Edwell-Burke,Self-portrait,,1932
,Albert Enes,Portrait,,1932
,Alma Figuerola,"Albert Thomson, Esq",,1932
,Rah Fizelle,Miss Ellen Gray,,1932
,Helena Nellie Govett,"The Hon Sir Stanley Argyle, MB, BS",,1932
,Ray S Gower,Miss Crain,,1932
,Ray S Gower,"JJ Gower, Esq",,1932
,Henry Aloysius Hanke,Dr Manning Fair,,1932
,Henry Aloysius Hanke,Self-portrait,,1932
,Harry Bromilow Harrison,Miss Thelma McGreel,,1932
/prizes/archibald/1932/16371/,E A Harvey,Miss Margaret Coen,,1932
/prizes/archibald/1932/16458/,John J Hennessy,Self-portrait,,1932
,Tom Hubble,"Raymond Lindsay, Esq",,1932
,Reginald Jerrold-Nathan,Lieut Col Eric Campbell,,1932
,Reginald Jerrold-Nathan,The green cloak,,1932
,John Longstaff,"The Hon RG Menzies, KC",,1932
,John Longstaff,Miss Valerie Purves,,1932
,John Longstaff,Miss Janet Hitchamn,,1932
,Herbert W McCulley,Self-portrait,,1932
,W B McInnes,Dr Mollison,,1932
,W B McInnes,Mrs Thomas,,1932
,W B McInnes,"Major Gen Sir Nevill Smyth, VC, KCMG",,1932
,W B McInnes,Mr Cato,,1932
,W B McInnes,Mr Grey,,1932
,W B McInnes,The crimson coat,,1932
,W B McInnes,Miss Irving,,1932
,Marian Montford,"Lyndon Dadswell, Esq",,1932
,Miriam Moxham,Harvey,,1932
,Percival James Norton,"BC Harkness, Esq, MA",,1932
,Hilda Margaret Owen,Mrs David Cohen,,1932
,C W Peck,"FJ Hillman, Esq",,1932
,C W Peck,Self-portrait,,1932
,May Prince,Miss Z Prince,,1932
,May Prince,Mrs JJ Gower,,1932
,Suzanne Reichard,Yolande,,1932
,Suzanne Reichard,Portrait,,1932
,William Rowell,"'Jock' Thomson, Esq",,1932
,William Rowell,Miss Hermia Barton,,1932
,Treania Helen Lindsay Smith,Portrait,,1932
,Arthur Streeton,Self-portrait,,1932
,Quentin Sutton,"Dr Charles Stanford Sutton, MB",,1932
,Lyall Trindall,The artist's wife,,1932
,John Vickery,Miss Leila Pirani,,1932
,Charles Wheeler,Mrs Beavan,,1932
,Charles Wheeler,Miss Betty Reid,,1932
,Charles Wheeler,Miss E Hendrie,,1932
,Joseph Wolinski,Mrs Norman Lowe,,1932
,Joseph Wolinski,"WH Whiddon, Esq",,1932
,Joseph Wolinski,"F Dalby Davison, Esq",,1932
,Joseph Wolinski,Louis Stone,,1932
,Marjory G Arnold,Miss Elsa Corry,,1933
,James Muir Auld,"DT Auld, Esq",,1933
,James Muir Auld,Mrs GG Bradley,,1933
,Kate Beard,"David Carment, Esq",,1933
,Florence Blake,"JS MacDonald, Esq",,1933
,Ernest Buckmaster,The Hon Sir Frank Clarke,,1933
,Mary E Byrne,Mrs Murchison,,1933
,Edward J Carroll,Miss G Woodward,,1933
,Norman Carter,Miss Margaret Carter,,1933
,Norman Carter,"Thomas H Nesbitt, Esq",,1933
,Norman Carter,"Miss FE Campbell, BA",,1933
,G H Chamberlain,Portrait,,1933
,Elaine Coghlan,Miss M Soady,,1933
,Colin Colahan,Self-portrait,,1933
,William Gilbert Collins,Mrs JH Collins,,1933
,A D Colquhoun,"A Colquhoun, Esq",,1933
,A D Colquhoun,Mrs A Colquhoun,,1933
,A D Colquhoun,"Gilbert Wallace, Esq",,1933
,Amalie Sara Colquhoun,"John Davie, Esq",,1933
,Irene E Crossing,"AT Traversi, Esq",,1933
,Irene E Crossing,Sir Langdon Bonython,,1933
/prizes/archibald/1933/15469/,Grace Crowley,Miss M Roberts,,1933
,Antonio Dattilo-Rubbo,Miss Betty Morgan,,1933
,Aileen R Dent,Dr Thomas Cherry,,1933
,Enid T Dickson,"JP Wallace, Esq",,1933
,Enid T Dickson,MF Gentry,,1933
,Enid T Dickson,"MS Herring, Esq",,1933
,Granville Dunstan,Brig Gen E Wisdom,,1933
,Granville Dunstan,"Mrs Norman Brookes, CBE",,1933
,Granville Dunstan,"Maj Gen TA Blamey, CB, CMG, DSO",,1933
,Mary Edwell-Burke,Alice,,1933
,Mary Edwell-Burke,Portrait of the artist's mother,,1933
,Rah Fizelle,Miss Betty Collings,,1933
,Ray S Gower,"AG Scott Findlay, Esq",,1933
,Ray S Gower,Mrs AG Scott Findlay,,1933
,Gwendolyn Grant,"W Bustard, Esq",,1933
,Gwendolyn Grant,Self-portrait,,1933
,Henry Aloysius Hanke,The Hon DR Hall,,1933
,Henry Aloysius Hanke,Miss Beatrice Tange,,1933
,Harry Bromilow Harrison,"Harry Davies, Esq",,1933
/prizes/archibald/1933/16459/,John J Hennessy,His Grace Archbishop Mannix,,1933
,Tom Hubble,"AJ Harvey, Esq",,1933
,Rupert Hutter,Self-portrait,,1933
,Reginald Jerrold-Nathan,Mrs Eric Campbell,,1933
,Reginald Jerrold-Nathan,Miss Blundell,,1933
/prizes/archibald/1933/17718/,Reginald Jerrold-Nathan,"Prof S Angus MA, DD, DLitt, PhD",,1933
,Reginald Jerrold-Nathan,Mrs Curlewis,,1933
,Frederick William Leist,Miss Sylvia Alexander,,1933
,John Longstaff,Self-portrait,,1933
,Herbert W McCulley,Self-portrait,,1933
,J McFadden,Sir James Blair,,1933
,W B McInnes,Portrait,,1933
,W B McInnes,"Julian Smith, Esq",,1933
,W B McInnes,Mrs Hope Shaw,,1933
,Tempe Manning,Miss Joyce Salmon,,1933
,Tempe Manning,Miss Lillah Richardson,,1933
,Max Meldrum,Self-portrait,,1933
,Max Meldrum,Portrait,,1933
,Benjamin Edward Minns,Late Professor J Le Gay Brereton,,1933
,A T Mockridge,Miss Nance Osborne,,1933
,Miriam Moxham,Self-portrait,,1933
,Percival James Norton,"Lieut Col MF Bruxner, DSO, MLA",,1933
,Oswald Paul,Miss Gwen Hughes,,1933
,Clif Peir,"JH Laws, Esq",,1933
,May Prince,Miss Cutliffe,,1933
,May Prince,Miss Butler,,1933
,Mollie Rohr,Portrait,,1933
,William Rowell,Miss Whitehead,,1933
,William Rowell,"Louis McCubbin, Esq",,1933
,William Rowell,"The Rt Hon JG Latham, PC",,1933
,Phyllis Shillito,Portrait,,1933
,Delphine Stephens,The adolescent,,1933
,Lyall Trindall,Self-portrait,,1933
/prizes/archibald/1933/19129/,John Vickery,Self-portrait,,1933
/prizes/archibald/1933/19130/,John Vickery,Miss Joan Burbury,,1933
,Charles Wheeler,Miss Edna Hendrie,,1933
/prizes/archibald/1933/19257/,Charles Wheeler,Ambrose Pratt,(Winner: Archibald Prize 1933),1933
,Joseph Wolinski,Steele Rudd,,1933
,Joseph Wolinski,"Alfred Coffey, Esq",,1933
,Joseph Wolinski,Miss Sheila Lowe,,1933
,Harold Abbott,Master Bruce Abbott,,1934
,Harold Abbott,"J Armstrong, Esq",,1934
,Harold Abbott,"Rev John Edwards, MA",,1934
,Harold Abbott,Miss Ruth Waterhouse,,1934
,James Muir Auld,Self-portrait,,1934
,Herbert Badham,"HL Badham, Esq",,1934
,James A Bowman,"H Ellison, Esq",,1934
,Ernest Buckmaster,Miss AME Bale,,1934
,Ernest Buckmaster,Miss G Hamilton,,1934
,Mary E Byrne,"W Clemsha, Esq",,1934
,A H Carstens,Mrs D Earle,,1934
,Elaine Coghlan,The Russian cap,,1934
,Colin Colahan,Mireille de Civrieux,,1934
,Colin Colahan,Katherine Susannah Prichard,,1934
,Colin Colahan,"Theodore Fink, Esq",,1934
,Colin Colahan,Dr D Murray Morton,,1934
,Colin Colahan,"Alfred Hill, Esq",,1934
,A D Colquhoun,Miss Joyce Jaques,,1934
,A D Colquhoun,"JJ Liston, Esq",,1934
,A D Colquhoun,Sir Frank Gavan Duffy,,1934
,A D Colquhoun,Mrs Cyril Niven,,1934
,A D Colquhoun,Miss Dorothy Whitehead,,1934
,Amalie Sara Colquhoun,Miss Jean Lawrence,,1934
,Amalie Sara Colquhoun,Captain WA Robertson,,1934
,William Dargie,The pink scarf,,1934
,Antonio Dattilo-Rubbo,Miss Betty Morgan,,1934
,Antonio Dattilo-Rubbo,"Burchell Benbow, Esq",,1934
,Antonio Dattilo-Rubbo,Commander Nurra,,1934
,Aileen R Dent,Sir Herbert Gepp,,1934
,Aileen R Dent,Mrs Alfred Deakin,,1934
,Aileen R Dent,Hon King O'Malley,,1934
,Aileen R Dent,Lieut Col T W White,,1934
,Mary Edwell-Burke,Commander Matheson,,1934
,Mary Edwell-Burke,Mrs Ramsden,,1934
,Mary Edwell-Burke,Dr John Maude,,1934
,Ray S Gower,"JJ Gower, Esq",,1934
,Ray S Gower,Mrs L Newman,,1934
,Gwendolyn Grant,Portrait,,1934
,Henry Aloysius Hanke,"Eric Langker, Esq",,1934
/prizes/archibald/1934/16258/,Henry Aloysius Hanke,Self-portrait,(Winner: Archibald Prize 1934),1934
,Harry Bromilow Harrison,Miss McGrail,,1934
,Tom Hubble,"Percy Lindsay, Esq",,1934
,Reginald Jerrold-Nathan,Dr Clarence Read,,1934
,Reginald Jerrold-Nathan,"Wallace Nelson, Esq",,1934
,Reginald Jerrold-Nathan,"TE Fisk, Esq",,1934
,Reginald Jerrold-Nathan,"Alderman AL Parker, Lord Mayor of Sydney",,1934
,Reginald Jerrold-Nathan,Miss Marshall,,1934
,Reginald Jerrold-Nathan,Mrs Halse Roges,,1934
,A Elizabeth Kelly,Miss Bryant,,1934
,Clement Charles Kennedy,Portrait,,1934
,Alan W Lee,Portrait,,1934
,Frederick William Leist,Self-portrait,,1934
,John Longstaff,Lady Cussen,,1934
,John Longstaff,Sir William Irvine,,1934
,Herbert W McCulley,Self-portrait,,1934
,W B McInnes,Mrs 'B',,1934
/prizes/archibald/1934/17416/,W B McInnes,Mr Hugh Devine,,1934
/prizes/archibald/1934/17419/,W B McInnes,The artist's daughter,,1934
,W B McInnes,Virginia,,1934
,Tempe Manning,Miss Margaret Gray,,1934
,Max Meldrum,Philip Hargrave,,1934
,Marian Montford,The golden girl,,1934
,Miriam Moxham,"Leslie Moxham, Esq",,1934
,Miriam Moxham,Beryl,,1934
/prizes/archibald/1934/17658/,Arthur J Murch,Professor H Whitridge Davies,,1934
,Harold Parker,Self-portrait,,1934
,Harold Parker,Miss Nora Mack,,1934
,Harold Parker,Miss Mary Smith,,1934
,Clif Peir,Mrs Percy Peir,,1934
/prizes/archibald/1934/18089/,Muriel Pornett,Charlotte,,1934
/prizes/archibald/1934/18090/,Muriel Pornett,My mother,,1934
,May Prince,Miss Mary Coleman,,1934
,May Prince,Miss Constance Butler,,1934
/prizes/archibald/1934/18344/,John Thomas Nightingale Rowell,Self-portrait,,1934
/prizes/archibald/1934/18342/,John Thomas Nightingale Rowell,Self-portrait,,1934
,William Rowell,"RH Croll, Esq",,1934
,William Rowell,"WB McInnes, Esq",,1934
,William Rowell,"Alfred Peters, Esq",,1934
,Eric Saunders,Miss Elsa Pern,,1934
,Eric Saunders,Anne Martin,,1934
,Eric Saunders,Mrs Mary Gilmore,,1934
,Eric Saunders,Rev MJ Bonishae,,1934
,Eric Saunders,"SS Sudlow, Esq",,1934
/prizes/archibald/1934/18564/,Phyllis Shillito,The airman,,1934
,Arnold Joseph Victor Shore,Lady Barrett,,1934
,Helen Stewart,"John Young, Esq",,1934
,Charles Wheeler,Portrait,,1934
,Joseph Wolinski,"DH Souter, Esq",,1934
,Joseph Wolinski,Dr HM Moran,,1934
,Joseph Wolinski,Miss Peg Reynolds,,1934
,Joseph Wolinski,"Gerald Marr Thompson, Esq",,1934
,Joseph Wolinski,Dr Sidney Rosebery,,1934
,Harold Abbott,Miss Susan Davies,,1935
,James Muir Auld,Mrs Freeman,,1935
,Tom Bell,"Thomas Bell, Esq",,1935
,Miriam Blakeney,Miss Lake,,1935
,James A Bowman,Miss Stevenson,,1935
,James A Bowman,The artist's mother,,1935
,E Bryce,"WF Foster, Esq MLA",,1935
,Ernest Buckmaster,Portrait of a highlander,,1935
,Ernest Buckmaster,The Rev JW Grove,,1935
,Ernest Buckmaster,Miss AME Bale,,1935
,Ernest Buckmaster,The late Mrs EW Lloyd,,1935
,Ernest Buckmaster,"General Sir Harry Chauvel, GCMG, KCB",,1935
,Ernest Buckmaster,Mrs GF Duxbury,,1935
,Frank R Carter,"Henry Corben, Esq",,1935
,Elaine Coghlan,Portrait,,1935
,A D Colquhoun,"Gregory Gowans, Esq",,1935
,Joseph Dainer,"FC Garside, Esq",,1935
,Joseph Dainer,"WJ Mackay, Esq",,1935
/prizes/archibald/1935/15491/,Keith Dalgleish,‘Van’,,1935
,Aileen R Dent,Magnus Lagerlof,,1935
,Aileen R Dent,My mother,,1935
,Mary Edwell-Burke,Pat,,1935
,Mary Edwell-Burke,The Crown Prince of Tonga,,1935
,Mary Edwell-Burke,Mrs John D Maude,,1935
,Mary Edwell-Burke,Miss D Mulligan,,1935
,Alma Figuerola,"Thomas Brentnall, Esq",,1935
,Lindsay Featherstone Fraser,Self-portrait,,1935
,William Frater,Mrs RD Elliott,,1935
,Ray S Gower,Self-portrait,,1935
,Vaughan Murray Griffin,Self-portrait,,1935
,Harley Griffiths,Portrait of a barrister,,1935
,Harley Griffiths (junior),Portrait of my father,,1935
,Henry Aloysius Hanke,"AV Lucas, Esq",,1935
,Henry Aloysius Hanke,Sir John Peden,,1935
,Henry Aloysius Hanke,Yvonne,,1935
,Henry Aloysius Hanke,CJ ('Unk') White,,1935
/prizes/archibald/1935/16262/,Henry Aloysius Hanke,Miss Beatrice Tange,,1935
/prizes/archibald/1935/16372/,E A Harvey,Mrs Maurice Helsen,,1935
,John J Hennessy,Miss M MacGillicuddy,,1935
,John J Hennessy,Self-portrait,,1935
/prizes/archibald/1935/16566/,Edith L Holmes,"WN Holmes, Esq",,1935
,Tom Hubble,Mrs JR Patrick,,1935
,Tom Hubble,Dr Lucy Gullett,,1935
,Reginald Jerrold-Nathan,Miss Heather Meynink,,1935
,Reginald Jerrold-Nathan,Miss Judith Halse Rogers,,1935
,Reginald Jerrold-Nathan,"AB Piddington, Esq, KC",,1935
,Reginald Jerrold-Nathan,Mrs JB Stevenson,,1935
,Reginald Jerrold-Nathan,"Andrew Reid, Esq",,1935
,Reginald Jerrold-Nathan,"WG Layton, Esq, CBE",,1935
,Reginald Jerrold-Nathan,Doreen and Laurence,,1935
,Bertha Katsch,Mr Khuneff,,1935
,Herbert Kemble,"Leon Baerghouse, Esq",,1935
,Herbert Kemble,Miss Jean Mort,,1935
,Clement Charles Kennedy,"Peter Foulkes, Esq",,1935
,Alan W Lee,Portrait,,1935
,John Longstaff,"John Livingston, Esq",,1935
,John Longstaff,The Most Rev Dr Mannix (Preliminary sketch for large portrait),,1935
/prizes/archibald/1935/17132/,John Longstaff,AB (Banjo) Paterson,(Winner: Archibald Prize 1935),1935
,Herbert W McCulley,Self-portrait,,1935
,R J McFadden,Self-portrait,,1935
/prizes/archibald/1935/17422/,W B McInnes,"GJ Coles, Esq",,1935
/prizes/archibald/1935/17421/,W B McInnes,"Portrait Sir A Watson MD, FRCS",,1935
/prizes/archibald/1935/17420/,W B McInnes,Mr Alan Newton,,1935
,L Gladstone McPherson,Mrs Oscar Binder,,1935
,Arthur J Murch,Miss Lelia Suleau,,1935
,Arthur J Murch,Cav A Dattilo Rubbo,,1935
/prizes/archibald/1935/17659/,Arthur J Murch,Miss Suzanne Crookston,,1935
,A E Newbury,Miss Rosa McLean,,1935
,Percival James Norton,Miss Barrett,,1935
,Percival James Norton,"RW Willis, Esq",,1935
,Roy Opie,My sister,,1935
,Roy Opie,My mother,,1935
,Constance Parkin,Dr H Lawrence Stokes,,1935
,Oswald Paul,"Hon Donald Grant, MLC",,1935
,Clif Peir,Mrs CA Peir,,1935
,Louise M Pickering,Miss Gloria Rawlinson,,1935
/prizes/archibald/1935/18092/,Muriel Pornett,Bon,,1935
/prizes/archibald/1935/18091/,Muriel Pornett,Between two lights,,1935
,May Prince,Miss Z Prince,,1935
,Mollie Rohr,The judge,,1935
,Mollie Rohr,The maid,,1935
,Mollie Rohr,Portrait,,1935
,John Thomas Nightingale Rowell,"Frank Tate, Esq",,1935
,John Thomas Nightingale Rowell,Madame R,,1935
,John Thomas Nightingale Rowell,The dreamer,,1935
,John Thomas Nightingale Rowell,Myra Morris,,1935
,William Rowell,The sculptor,,1935
,William Rowell,Portrait of a lady,,1935
,William Rowell,"Lt Col ED Paine, OBE, DSO, VD",,1935
,Vincent Sacco,"J Carroll, Esq",,1935
,Vincent Sacco,"Norman Macleod, Esq",,1935
,Vincent Sacco,Sir Samuel Walder,,1935
,Vincent Sacco,"M Martire, Jr",,1935
,Vincent Sacco,Mrs C Kemfy,,1935
